sample,sd_Intercept,sd_sc.Aphid.treatment,sd_sc.Ant.mound.dist,sd_sc.Aphid.treatment.sc.Ant.mound.dist,sd_Block__Intercept,sd_Genotype__Intercept,sd_Genotype__sc.Aphid.treatment,sd_Genotype__sc.Ant.mound.dist,sd_Genotype__sc.Aphid.treatment.sc.Ant.mound.dist,sd_Plot_code__Intercept,sigma,Experiment,Year,Response
1234,0,0.10611704026334731,0.019948258981368906,0.06986368646923301,0.26623780834719574,0.5500590489525765,0.05346471308014657,0.10243086699895364,0.09872537871121105,0.06527446770935806,0.8805658064457145,Ant-Aphid,2012,Trait PC2
1235,0,0.09503299922945836,0.006005103577158679,0.058856152342369066,0.27810824298934816,0.5372819103426663,0.06623442606495598,0.10423123186879696,0.07769421083592046,0.06071311345911909,0.888362956392333,Ant-Aphid,2012,Trait PC2
1236,0,0.12529787226009786,0.06123598437777421,0.034100644281509135,0.1649246611596643,0.6938413907214095,0.0183981544948891,0.05306372918365215,0.16536429357200796,0.09720129561130095,0.9145379212066637,Ant-Aphid,2012,Trait PC2
1237,0,0.06718909282173233,0.006264348182680341,0.09040266524396136,0.0412270494118303,0.6322505822721761,0.08123343858370632,0.10370699560429872,0.1014046135671934,0.08205641247526207,0.9895004438710374,Ant-Aphid,2012,Trait PC2
1238,0,0.026913837264905073,0.12180240628537224,0.11417630069036323,0.25161186503732563,0.5650408467436774,0.24030749874004195,0.07571403530213604,0.04425827148350956,0.17264825437168535,0.7974902431215454,Ant-Aphid,2012,Trait PC2
1239,0,0.06920533151382005,0.14332127929042904,0.047504096045602476,0.7350897016790644,0.5569947972640075,0.18316553645608422,0.12423433682530162,0.014559177915383251,0.12519130925721222,0.9019080725739953,Ant-Aphid,2012,Trait PC2
1240,0,0.05500064640188475,0.08989355965105914,0.030770920898733477,0.15189994716736205,0.5385003996136982,0.09540938068018177,0.080861997439459,0.017971960346863214,0.051583816006038154,0.880412112534259,Ant-Aphid,2012,Trait PC2
1241,0,0.1624029916050306,0.1864505484295559,0.06862625136647553,0.4484734238690153,0.4866485166881923,0.16918590816639442,0.08402095970548405,0.10552163186784101,0.3256750424385423,0.8916276656133447,Ant-Aphid,2012,Trait PC2
1242,0,0.012342419054783412,0.19346774992295154,0.018955195141128887,0.11679254802911478,0.5202768534113394,0.17647745470655798,0.0016381987287736799,0.15212411411767723,0.2717743455301679,0.839738745527221,Ant-Aphid,2012,Trait PC2
1243,0,0.08014088699850001,0.20385907291592892,0.00933248397105516,0.09091505330852823,0.5673977772735899,0.10109102519953811,0.010651393937409673,0.03832964294953098,0.2086955256389493,0.8719811810829048,Ant-Aphid,2012,Trait PC2
1244,0,0.1191438470477986,0.16058176898189885,0.052454381156131845,0.1625434490833155,0.4174238662789933,0.05963406927482827,0.07745610310308772,0.12270963298559326,0.13659465656728753,0.897836553443621,Ant-Aphid,2012,Trait PC2
1245,0,0.044644847692599805,0.11240317673913722,0.09331446055053504,0.32227535009800284,0.40452044168376655,0.0790652712680997,0.0492077747746285,0.10852128360162444,0.12716436430208986,0.9054323267966456,Ant-Aphid,2012,Trait PC2
1246,0,0.03905524566849952,0.08008832067295421,0.013204707335696286,0.27798944287450694,0.5459323641060321,0.016933894369914295,0.1069981346618572,0.03086848403495287,0.1501601805291256,0.8824538149005839,Ant-Aphid,2012,Trait PC2
1247,0,0.006445662336622987,0.07282667165661612,0.022080425380208976,0.22186345344253164,0.5648626877545102,0.1278121640979512,0.0876501575114101,0.1091384146050038,0.10525467449213201,0.9017964233282998,Ant-Aphid,2012,Trait PC2
1248,0,0.030073566126942657,0.0025541939400087915,0.05406659560325725,0.10259415006571115,0.42741548451415673,0.10451050043584349,0.15427027236782348,0.06811810426517444,0.0639030657486145,0.8561997464637147,Ant-Aphid,2012,Trait PC2
1249,0,0.09711704193706894,0.007279277457955062,0.13449275299250787,0.23648180830447252,0.5284586117115985,0.2727859120809419,0.02258377666011568,0.13004097376596144,0.09700806626024608,0.893900204135207,Ant-Aphid,2012,Trait PC2
1250,0,0.059802021756262244,0.029917465355902777,0.08571036813567721,0.1661641082157769,0.5212521281491053,0.08830832709624344,0.04886862530649991,0.0773468085376179,0.11021046474177967,0.8348942779209733,Ant-Aphid,2012,Trait PC2
1251,0,0.0074937267762234085,0.04182381129789308,0.05659290662989263,0.1477341122578731,0.5696337354940838,0.1175356891307827,0.10338188195815935,0.05051459379030148,0.05566562930011143,0.8717159838161458,Ant-Aphid,2012,Trait PC2
1252,0,0.002685651454334812,0.06548724034947918,0.03304306326300109,0.3535022311162224,0.5869158241025569,0.07322361387283208,0.09684118573313998,0.05045491834693071,0.07249766020612865,0.8790332494631405,Ant-Aphid,2012,Trait PC2
1253,0,7.899661302886179e-4,0.01088204074961987,0.011710050471073518,0.20584537551641544,0.4415061769374842,0.0690819204970846,0.07583641338888687,0.18523851521947388,0.2262656150899893,0.8691640257330097,Ant-Aphid,2012,Trait PC2
1254,0,0.005150759989746585,0.099260523161909,0.04751452702115999,0.1533960724062517,0.3803746405603512,0.12283498919822165,0.0970005875912931,0.01515207345222352,0.12526415773954147,0.902354632952754,Ant-Aphid,2012,Trait PC2
1255,0,0.02922872278269818,0.011720442834292242,0.01878304936543879,0.17942143330359253,0.49184984977124246,0.21806379765024997,0.0765469446834361,0.03962315333764099,0.10910094625820276,0.8445367453373814,Ant-Aphid,2012,Trait PC2
1256,0,0.0026437350714427926,0.06962481727039624,0.0765672302693285,0.04110173666781511,0.8265490451924319,0.06927828158010395,0.08221638351647739,0.13659691546600092,0.1664674961097809,0.9102219728297837,Ant-Aphid,2012,Trait PC2
1257,0,0.030256452830147416,0.05771730353395507,0.014146359736053436,0.04461246867545664,0.4362571602494533,0.1875435647055069,0.026734930604416975,0.05163129008466647,0.16007503514651067,0.8594630317196192,Ant-Aphid,2012,Trait PC2
1258,0,0.07851436743033671,0.022282579938673424,0.06062965601650326,0.0880630490383981,0.46318091368190156,0.019965046741575104,0.09487495432815216,0.13626035381909804,0.26120018785805854,0.877487002285684,Ant-Aphid,2012,Trait PC2
1259,0,0.054693905687887,0.10522071537931324,0.09736617644046462,0.14273079880956854,0.47058356782640925,0.018372167463875936,0.1530271341906161,0.0330200059134637,0.1866080781684439,0.8651428478839104,Ant-Aphid,2012,Trait PC2
1260,0,0.01083178371465095,0.052520969111374785,0.10179750045079028,0.21945519984015888,0.43793853235812724,0.11640362445349879,0.0648510659695786,0.19032128457432992,0.20196349611065367,0.8496491376329325,Ant-Aphid,2012,Trait PC2
1261,0,0.17543642229083875,0.04072026424509981,0.09676969149886679,0.38155594144836336,0.5403855022721078,0.06361483483457309,0.043928084406203896,0.05389164447578956,0.19436631675175695,0.876530539330734,Ant-Aphid,2012,Trait PC2
1262,0,0.058738802156490896,0.0704976291301841,0.03449433956342583,0.23020522260160772,0.5652745148896128,0.06056415525120164,0.029673713909391646,0.1399890956914102,0.3157787897649505,0.9263441336756246,Ant-Aphid,2012,Trait PC2
1263,0,0.03993002196554376,0.028433600077794587,0.12974359936023733,0.35659111649686115,0.49333750220168515,0.1351500711988168,0.003977590247608266,0.07974348323890033,0.08396422094577279,0.9346826978843172,Ant-Aphid,2012,Trait PC2
1264,0,0.0762607393313585,0.042056506390413945,0.045805648755458714,0.35680665146177404,0.507215355875979,0.10559975376404186,0.04650077688149862,0.1317844916215162,0.10089824785775144,0.848941426126509,Ant-Aphid,2012,Trait PC2
1265,0,0.02671669353086079,0.03297571527358492,0.024262791863397398,0.20134777775575616,0.5759811587097241,0.030911012261744416,0.141961748563129,0.4726475829276509,0.17920371058670348,0.913362979044351,Ant-Aphid,2012,Trait PC2
1266,0,0.09596936464801212,0.015958082944494956,0.04510501441869825,0.4369759993940195,0.41600500076350483,0.016077121278825553,0.08099760681468803,0.002174135495885617,0.09591440753004842,0.9163794575789813,Ant-Aphid,2012,Trait PC2
1267,0,0.1282214864371951,0.013599257007114436,0.05611868846271739,0.24867892802426533,0.5115279652963932,0.011740822460079799,0.022510892367239573,0.014603145904010332,0.14642719999597725,0.8946194741249595,Ant-Aphid,2012,Trait PC2
1268,0,0.04616236196448428,0.001908441100307292,0.00856974730385706,0.22142289250943398,0.49687681912976694,0.07097981933393478,0.01541148197166851,0.04970442334270567,0.1113338434203083,0.8750344233557069,Ant-Aphid,2012,Trait PC2
1269,0,0.0768714745328672,0.0030438542720960336,0.04913269479479481,0.1199930889670212,0.4599242650218366,0.07783297507097942,0.09046007512474402,0.12209548774616201,0.03575200285632561,0.8875293995511434,Ant-Aphid,2012,Trait PC2
1270,0,0.01931546647689013,0.0073476101020702525,0.04198159206484266,0.11305648762700508,0.5438947650278777,0.05993611325797431,0.038833396168951186,0.19646968559828892,0.012672868887291003,0.8210738507659116,Ant-Aphid,2012,Trait PC2
1271,0,0.028318314438800053,0.03838572941258466,0.011163657424896016,0.19908695149144337,0.5048180387691134,0.04736746816063744,0.23855210071553473,0.2899241614156125,0.022694200219267185,0.8177235011103575,Ant-Aphid,2012,Trait PC2
1272,0,0.08831307414941218,0.03388863081145993,0.002189411431425695,0.5967410201991464,0.6044085992612502,0.058726738043598695,0.06345442665934625,0.16132597053998668,0.06671109091064054,0.8384572059824383,Ant-Aphid,2012,Trait PC2
1273,0,0.05622203175246227,0.06285497689471028,0.022999782171729204,0.029979916654901777,0.594986806699912,0.04403489717245653,0.026282737320425256,0.04501189235145473,0.21217674632272213,0.9090670849370487,Ant-Aphid,2012,Trait PC2
1274,0,0.09131688188560706,0.0933529811572482,0.010146479074555952,0.10218120813984047,0.558538361216514,0.034334741619919736,0.007130856179014023,0.08505322800627634,0.23022138747061113,0.8783019101430279,Ant-Aphid,2012,Trait PC2
1275,0,0.01368231331532151,0.03856086616854712,0.002413457855234381,0.013772577296032594,0.40993391060671275,0.08545390794200466,0.09626464000632239,0.008356756389691343,0.15346086445521104,0.8970285933744864,Ant-Aphid,2012,Trait PC2
1276,0,0.11744125464060395,0.07732391324245275,0.03876797330504047,0.11327073549023493,0.4282020979190433,0.09102569840138575,0.09122769120662222,0.07541779901676189,0.08920467761402186,0.8180602481336301,Ant-Aphid,2012,Trait PC2
1277,0,0.01792640354262228,0.01728336241999274,0.051319138356353926,0.10887846389014227,0.5600462111829783,0.13160925487919478,0.07239631625776896,0.0212100085054396,0.04333346742598762,0.9609688760323432,Ant-Aphid,2012,Trait PC2
1278,0,0.005452389074176505,0.02929023609165417,0.06577927588220958,0.13249458731538966,0.49615480085757724,0.09151633300605658,0.05881395855766137,0.05606994685697132,0.15246272893333554,0.8259409818958434,Ant-Aphid,2012,Trait PC2
1279,0,0.06382294403103927,0.0023488825907614047,0.055559219248378665,0.2345596684443442,0.5279796550781821,0.0016529268008879717,0.104459005189148,0.05634168374795501,0.12084990663951092,0.9475078514640718,Ant-Aphid,2012,Trait PC2
1280,0,0.058550731871864756,0.08993653948047613,0.018559952294809487,0.28745675318454034,0.5612168257320119,0.0015847137850127583,0.054322739365166774,0.0455287452080426,0.03930031913243838,0.9172991564979489,Ant-Aphid,2012,Trait PC2
1281,0,0.0011802643776913791,0.05845575710620805,0.11699004299385873,0.3688910457211482,0.5256862617411111,0.013676809650967328,0.04088475512614736,0.33884865054948515,0.2464578371972812,0.8546525226872774,Ant-Aphid,2012,Trait PC2
1282,0,0.009505845614541649,0.014282058937934846,0.11642765641173099,0.1555132366887799,0.5859986452727007,0.02358105868984966,0.018885081180064944,0.27640700539616775,0.23017345238171869,0.8572494056914597,Ant-Aphid,2012,Trait PC2
1283,0,0.1709484614335034,0.022299420182268062,0.0651137452220676,0.24772967553102357,0.7579463000062969,0.15297392112790636,9.249828529149532e-4,0.06995619571335215,0.20165209474036827,0.9151020001444669,Ant-Aphid,2012,Trait PC2
1284,0,0.13524408913943783,0.020658591019000448,0.02396572081267015,0.1936288254196882,0.6001540958178924,0.1652488810562761,0.223320340666923,0.12724631407604797,0.10375836318354782,0.8490038250946959,Ant-Aphid,2012,Trait PC2
1285,0,0.007608494487933828,0.06308751117889641,0.023659221411366626,0.2914953492548937,0.5942533312406998,0.10141292910622575,0.07005979651417986,0.09570823472538298,0.3019058869269298,0.8740323211550536,Ant-Aphid,2012,Trait PC2
1286,0,0.06338847069962773,0.20945377829402745,0.06563255266339596,0.5012993755652085,0.46307973885027526,0.1395026743596625,0.10470395040472254,0.25541022838452787,0.14075736046035617,0.7881383199916374,Ant-Aphid,2012,Trait PC2
1287,0,0.06951544535019585,0.16089030400375937,0.1094605711046295,0.3196502106385299,0.4974731940934493,0.19314301848773505,0.046829372471814366,0.35195670892298864,0.16547107090109228,0.8779191309231544,Ant-Aphid,2012,Trait PC2
1288,0,0.029438959990694603,0.02449628913773719,0.10366302291136698,0.11231150849253893,0.5644938212732893,0.101735247156585,0.11787777405729061,0.14789382700087597,0.1619106546200248,0.8267138159543603,Ant-Aphid,2012,Trait PC2
1289,0,0.017685869806289927,0.0026548086478590943,0.2071426563593069,0.1045043735177929,0.4329329925358594,0.020112265970399903,0.186243885249292,0.31202329547148977,0.1826325312415373,0.8670699253119885,Ant-Aphid,2012,Trait PC2
1290,0,0.0013819599573222658,0.032132086207895365,9.033912430711215e-4,0.1956842971715438,0.6232110430767154,0.14860218471753234,0.10277965009607895,0.12439609926485169,0.10631148097717123,0.9078540219610389,Ant-Aphid,2012,Trait PC2
1291,0,0.07508916868095337,0.012701692365609838,0.0605644176176432,0.042970116524998235,0.8392196936696981,0.11302488467294342,0.07004193429221735,0.06112374520403273,0.007610717784691647,0.8663611461720848,Ant-Aphid,2012,Trait PC2
1292,0,0.01974627278173949,0.05221869536271242,0.043842618945243744,0.010447559619591927,0.8193809714421092,0.12446141082085319,0.1459475307279672,0.133974303878306,0.011716615175847319,0.8776462897663261,Ant-Aphid,2012,Trait PC2
1293,0,0.09882894494677232,0.06568543963277598,0.003375860973450797,0.115840082691268,0.8351330086818403,0.11690062956048254,0.13406457225693494,0.07169700628027698,0.010488342542751354,0.9410661004378963,Ant-Aphid,2012,Trait PC2
1294,0,0.11908512361208384,0.050529849017677625,0.011928404143599834,0.34083978796705094,0.7143186186192041,0.1280684171902803,0.09902146196946718,0.14337499688213456,0.00957164723545357,0.912540699637846,Ant-Aphid,2012,Trait PC2
1295,0,0.053118560505079446,0.062087048099978434,0.0625861749630299,0.29426448647725506,0.6568494414615607,0.1457760219694792,0.03917904107066638,0.03636941947412516,0.2040029869732788,0.8672692717345878,Ant-Aphid,2012,Trait PC2
1296,0,0.03688919684583228,0.1021580893751431,0.0706643382463982,0.16186331733945616,1.561986683695506,0.11230565864991668,0.0881342427483038,0.0107650107850908,0.11073279786512244,0.9611541637735559,Ant-Aphid,2012,Trait PC2
1297,0,0.08524329856583542,0.07230594447633948,0.022637355763683187,0.20813531231039395,0.6135947023680278,0.12825705713544228,0.027843734837471736,0.08161127946847893,0.14974501894793027,0.8761162765307275,Ant-Aphid,2012,Trait PC2
1298,0,0.09015012594411476,0.11796949683706165,0.030770301669380273,0.16273699844600212,0.6852363178681579,0.018880763092171512,0.2249514582037135,0.07259311600439373,0.03331546691720525,0.8835791543338577,Ant-Aphid,2012,Trait PC2
1299,0,0.025615927086750603,0.023142413613313668,0.03156271586371034,0.3812476481700353,0.8932143980312262,0.24303745833641024,0.02733442886351901,0.07158528432926932,0.10603615798730451,0.870975086146846,Ant-Aphid,2012,Trait PC2
1300,0,0.030564046250047792,0.04787222760462842,0.006482727202039174,0.10177944220127089,0.9950327150082652,0.05260760835092819,0.4025385053564007,0.059877656658120185,0.14195838504021535,0.9290146536890258,Ant-Aphid,2012,Trait PC2
1301,0,0.06195061557117612,0.022539201628743184,0.02541259586962467,0.33823999997754706,0.4637740338154302,0.04511329784352478,0.01710354914599936,0.10271523760939452,0.14530392252475535,0.8475886207090094,Ant-Aphid,2012,Trait PC2
1302,0,0.0012158095768199076,0.03606382380363822,0.03013369058858886,0.08162286721899006,0.8636716857126794,0.02258885845059754,0.12084360768915842,0.08041520969479433,0.03374745653527697,0.9355099758149515,Ant-Aphid,2012,Trait PC2
1303,0,0.0488252571937919,0.05652923490529075,0.035736007054757254,0.17340148851472492,0.5510640149933786,0.03778369446829736,0.03329505619824531,0.026316793857397523,0.03333869106623811,0.8791747688321198,Ant-Aphid,2012,Trait PC2
1304,0,0.05836011525754744,0.02494088970357044,0.0499990590130378,0.16191608606008082,0.6864902395030729,0.02971811959267092,0.1387389150538258,0.21272750995834672,0.057658327930143506,0.9196780764798194,Ant-Aphid,2012,Trait PC2
1305,0,0.0662944365374679,0.07010936482199924,0.018307993954287394,0.15175556705613788,0.6526623319570658,0.026556332521493555,0.2796138317495986,0.14913946568704542,0.045624038674093294,0.9161320798967008,Ant-Aphid,2012,Trait PC2
1306,0,0.04875311742834089,0.044455912425040114,0.0070765383100990275,0.06087958664076986,0.4965572620761453,0.040231875257358,0.05281839985215308,0.16874637881512783,0.0990294653796827,0.8188570351565387,Ant-Aphid,2012,Trait PC2
1307,0,0.087542502542108,0.03496355117568105,0.0019562665167064544,0.12018567299915484,0.5181182564055768,0.2522266625511077,0.028295170863183377,0.13550735618432108,0.08450520600433702,0.890056319551434,Ant-Aphid,2012,Trait PC2
1308,0,0.027751448722793122,0.079461028163845,0.026834021729798714,0.2537813700358889,0.4843089527890813,0.003422784369849719,0.02568654168018216,0.16433242065841056,0.03379918024506391,0.8511438027022759,Ant-Aphid,2012,Trait PC2
1309,0,0.013730858665239045,0.061498733970519845,0.04439409775964813,0.06248579635427455,0.4348808126081166,0.00950549491620673,0.03091228998798094,0.021047725371328402,0.11931516097948468,0.8470550664376595,Ant-Aphid,2012,Trait PC2
1310,0,0.06248295304852436,0.06619111969084518,0.026142045601817144,0.1351578203052134,0.5235347081087198,0.08047090744038325,0.04597612005055122,0.0830227757327492,0.07476436751265711,0.9437498944796358,Ant-Aphid,2012,Trait PC2
1311,0,0.0038338752856010533,0.08593639199328995,0.015735679491206227,0.06465617572787385,0.39866762314499354,0.07062725185975538,0.02080921293137539,0.08774402682354479,0.04200805560802102,0.9110819953665863,Ant-Aphid,2012,Trait PC2
1312,0,0.07341613675949542,0.08691381996229619,4.2457550119333744e-4,0.23912134055460835,0.7076674623213409,0.1023955007810986,0.19575862233631633,0.12241688495400471,0.16723207817947805,0.9001109302443564,Ant-Aphid,2012,Trait PC2
1313,0,0.004940066635328755,0.03265510382157749,0.032251171498239056,0.1654342977814149,0.8977661334297767,0.08190415368225891,0.09618718000340934,0.1578637607524795,0.03598610452946953,0.8764961371160964,Ant-Aphid,2012,Trait PC2
1314,0,0.03767182140662763,0.15539296708524578,0.04679418021001345,0.12232920267243137,0.6140975740277838,0.0715725929505488,0.14764793875013107,0.029239221965523764,0.12610628608963143,0.9180189728318451,Ant-Aphid,2012,Trait PC2
1315,0,0.1998957587807068,0.09296448279524465,0.09683360881470127,0.1810576734608925,0.6015483654335751,0.19069058751484022,0.29187274621262865,0.019967667503960708,0.1737270227748059,0.9228178136058167,Ant-Aphid,2012,Trait PC2
1316,0,0.04487849095811546,0.06528689806101994,0.015498327841986018,0.6117831462415225,0.4255079644128623,0.1499872521631215,0.011500607491611095,0.05645736941320449,0.041948944437157826,0.928420911935311,Ant-Aphid,2012,Trait PC2
1317,0,0.04603956888496455,0.03276307731066672,0.04654058271843799,0.08539766803554179,0.45360833510306786,0.03270200871768338,0.001825505459659075,0.09066686865214854,0.0773660208190926,0.854477726263775,Ant-Aphid,2012,Trait PC2
1318,0,0.1205866102726133,0.035794925684847184,0.006093129520408965,0.4663332717528701,0.824415432825635,0.11380867981537303,0.11542836449114012,0.09501996658908443,0.06763385426110818,0.9056135664834166,Ant-Aphid,2012,Trait PC2
1319,0,0.09040680912008638,0.11366050600861481,0.07860820846470491,0.628696791533577,0.70165367033233506,0.0841436289520118,0.06819121006491217,0.0774968229977472,0.05816562943130545,0.9588222662133971,Ant-Aphid,2012,Trait PC2
1320,0,0.15603987333668995,0.15637212634425326,0.05271958973965952,1.100942003280609,0.5813012064289038,0.054896648875406434,0.14743437670560758,0.07648868633257838,0.05667960839545012,0.9824146610580112,Ant-Aphid,2012,Trait PC2
1321,0,0.11500727150634804,0.09002615545277733,0.030432429154394407,0.6765150807377892,0.5672357342566275,0.03982182809345606,0.11910875204358393,0.07125728759313657,0.06867449241937673,0.9740605405161851,Ant-Aphid,2012,Trait PC2
1322,0,0.07739844728020599,0.10427543011665447,0.08340832783367785,0.6219149304564188,0.4656899933869883,0.04459882739423794,0.07675982041079202,0.04129057455342855,0.05742491459363317,0.9687973691459656,Ant-Aphid,2012,Trait PC2
1323,0,0.06956046811763132,0.05028384977668693,0.09933434998271161,0.1645986506919143,0.6643186522489893,0.0228223891714203,0.02628686799133929,0.007690752278794529,0.029257687948924437,0.8233081573196844,Ant-Aphid,2012,Trait PC2
1324,0,0.02132937965830122,0.09126778748796056,0.04145434339277549,0.04848850253947829,0.537833249592694,0.09127162620150461,0.12386675230597688,0.04171031339561498,0.048690267089194036,0.9626841072167698,Ant-Aphid,2012,Trait PC2
1325,0,0.02887182786782193,0.029653378071119233,0.03520270015659431,0.15406924601458802,0.6270618416222938,0.08013358798057452,0.003390382938481545,0.0938041532567139,0.10985279209602851,0.8300007759672363,Ant-Aphid,2012,Trait PC2
1326,0,0.08694359562719223,0.022603937209668266,0.0037878914642056213,0.2891325361219238,0.5051139816827173,0.08724453970602908,0.19274615814397858,0.029945245337629413,0.1544624652768045,0.9453750903426955,Ant-Aphid,2012,Trait PC2
1327,0,0.02004764907374655,0.08115102154073732,0.02049504012764064,0.16109040178777992,0.49277679266116453,0.0076074231887636855,0.17296238473453515,0.0016730734057218005,0.12234376308407,0.8024367174209168,Ant-Aphid,2012,Trait PC2
1328,0,0.12148992340243231,0.07109067133953607,0.023917015030355426,0.08987324500009951,0.5485745716901573,0.09833331073548587,0.11566421575555064,0.0010872199795361763,0.24721646093896024,0.9666200862443842,Ant-Aphid,2012,Trait PC2
1329,0,0.05461159180720666,0.04648145669922239,0.006452426999219693,0.34605105580052276,0.4240772884762863,0.04794501577001535,0.033721852726231245,0.011120212630803362,0.1117637340008523,0.8094500201010358,Ant-Aphid,2012,Trait PC2
1330,0,0.14445458248883788,0.017549988608070645,0.026115765415492573,0.3216662119658373,0.4181794111872372,0.09645049014026207,0.046189542637590494,0.15433078376306839,0.061429417050692145,0.925992329814879,Ant-Aphid,2012,Trait PC2
1331,0,0.04657816695214686,0.0974850296609281,0.07288070860335669,0.15357114275166595,0.2810099763729873,0.022396410127865876,0.07095822888809768,0.03181385631856132,0.12248603623012047,0.8604274715830258,Ant-Aphid,2012,Trait PC2
1332,0,0.11212731301486838,0.012590519623375285,0.06545737041024566,0.022240556279822077,0.44840664402500585,0.043768190002318005,0.04290786666713759,0.08421923393510972,0.034323391496747784,0.9260592882791768,Ant-Aphid,2012,Trait PC2
1333,0,0.1238152012224157,0.029219169171272867,0.09807759750922727,0.017398105224848207,0.41585672564570125,0.030017701218934177,0.08942860581661939,0.09540812994553474,0.010852249383222637,0.8927889992020276,Ant-Aphid,2012,Trait PC2
1334,0,0.04653559465357523,0.054920932353611035,0.050265406893664696,0.09552672318813295,0.29659073251630547,0.017408786323035035,0.03656247525074101,0.1954611232199786,0.10184826580649445,0.9057300853189398,Ant-Aphid,2012,Trait PC2
1335,0,0.0568896813151468,0.12374920332326096,0.08623277784000069,0.1940632074751078,0.43659031721392527,0.20283682004682058,0.2924191574464361,0.1196090981224593,0.24840656736301148,0.9801767080029141,Ant-Aphid,2012,Trait PC2
1336,0,0.11574057821869123,0.022828468044488993,0.026838465199235946,0.07907793161685184,0.7792154266691002,0.04326681777054907,0.01647768661754836,0.027592749112747703,0.11892673153369414,0.8168742643211743,Ant-Aphid,2012,Trait PC2
1337,0,0.010384483235466804,0.12023303345408969,0.03933653220710629,0.14270712773914015,0.9518531491522655,0.05619732039490191,0.2375553677758237,0.08246202850737973,0.3625249006570652,0.9424619005292595,Ant-Aphid,2012,Trait PC2
1338,0,0.10629504832816412,0.0925815652536886,9.606047518149094e-4,0.036426823611281835,0.4063715668434286,0.06403048775584277,0.00785671432930851,0.06934223307290051,0.2407110291749684,0.8035029732665956,Ant-Aphid,2012,Trait PC2
1339,0,0.051014623916398404,0.12615774488052042,0.01683132690596751,0.022570899770742617,0.6502877399705553,0.06692661696123296,0.25234815029903634,0.0327520193949264,0.22686672636471028,0.950581032268682,Ant-Aphid,2012,Trait PC2
1340,0,0.12171801629388151,0.04112954541267954,0.036816222489386714,0.019836922025109727,0.5733158743602378,0.12433693221320542,0.17861266542176055,0.13499276631793564,0.1924672310313983,0.8014006368343963,Ant-Aphid,2012,Trait PC2
1341,0,0.07394989359782436,0.018931950192357747,0.01375161297121214,0.2907141013844665,0.7239234016960068,0.3174178961606781,0.06596128693527593,0.0368518145613212,0.19497359012527915,0.9080489475787357,Ant-Aphid,2012,Trait PC2
1342,0,0.015659990602144503,0.08808390488665599,0.016720082712917424,0.09370284376525291,0.5091478231358196,0.017525480126374,0.28941009097662956,0.05410287369734409,0.2530445351228516,0.8684668406500918,Ant-Aphid,2012,Trait PC2
1343,0,0.01899333109231721,0.10181036643550141,0.027612307595464923,0.09379279863540921,0.4729622826847192,0.015369845614747201,0.30200618271057245,0.04692652525846788,0.26828262244206585,0.8644873382929922,Ant-Aphid,2012,Trait PC2
1344,0,0.036354674351351646,0.012252779589385062,0.02159691601014384,0.15495198224311524,0.6665664148243509,0.01633144667045378,0.04906780025668248,0.11562534252453584,0.09883672553281918,0.8568551815725615,Ant-Aphid,2012,Trait PC2
1345,0,0.06460954238573127,0.05865710584875741,0.040188836528277996,0.0988029003278963,0.650274804116094,0.008930504595059159,0.05671688383963539,0.03827987510504941,0.05706563647182143,0.921170498876893,Ant-Aphid,2012,Trait PC2
1346,0,0.034408335553237406,0.0832700543088964,0.11656408692069069,0.2921563094935591,0.4358452397685931,0.008001086256249823,0.07533213444251044,0.10742701230440035,0.09219994145876277,0.8784950592788151,Ant-Aphid,2012,Trait PC2
1347,0,0.04612877870360436,0.04136954844425952,0.05591568858529055,0.046491686289440136,0.6270028839193247,0.013135129993722378,0.09489011390670281,0.12723119827251386,0.10367184708770556,0.8560254235221904,Ant-Aphid,2012,Trait PC2
1348,0,0.12972074198703268,0.03507752918541703,0.07045460531529428,0.1583473016812926,0.6764116832761679,0.07834072483163297,0.05954441405877421,0.1135215485988602,0.15584906344368132,0.8721696288650405,Ant-Aphid,2012,Trait PC2
1349,0,0.04131269802724207,0.1715912775010056,0.033108980923878206,0.04095190867938618,0.43944370193924914,0.1675353646320477,0.15964218469487124,0.2403242319951586,0.16523064406282698,0.9176421897210655,Ant-Aphid,2012,Trait PC2
1350,0,0.0012962017687025561,0.11446198286815382,0.08982720626637243,0.09435115291549688,0.762586510531368,0.1454640044253574,0.08577046608377951,0.04951928726393817,0.1593163322013077,0.8889780819072669,Ant-Aphid,2012,Trait PC2
1351,0,0.08309674896172178,0.06128659843604024,0.14363510239615035,0.19198376149558333,0.6429216098397726,0.15467037827074648,0.0038013422972920236,0.2054562770860517,0.09413032179970054,0.8578715671962989,Ant-Aphid,2012,Trait PC2
1352,0,0.0705776600248137,0.0430543619358026,0.06458084393270759,0.8354290039839306,0.612149659185702,0.1732472203004221,0.01574910230908335,0.09741895244682208,0.18161445352737024,0.8736779294364095,Ant-Aphid,2012,Trait PC2
1353,0,0.06538836434957812,0.04150839143807611,0.06046449889547542,0.8260059968057843,0.5965907610702625,0.18902023136507984,0.015234385693064177,0.09207538174482367,0.17311845938022732,0.868736021125588,Ant-Aphid,2012,Trait PC2
1354,0,0.016478524719366984,0.08824993560670041,0.023217336638049594,0.18150763936892117,0.7379160712436116,0.09652372069227032,0.11775808285624952,0.024238401035762122,0.025713866069966503,0.8904940747219267,Ant-Aphid,2012,Trait PC2
