term,group,level,BLUP,SD,lower_50,upper_50,lower_95,upper_95,Experiment,Year,Response
Intercept,Wind.Exposure:Species,Unexposed_gall_R_rigidae,0.9406338087337085,0.7798563553761582,0.3874886481915142,1.4454273619329419,-0.4320489923309483,2.660413663899726,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_gall_R_salicisbattatus,-0.33008523016631214,0.9165165138125146,-0.8753018798852429,0.24045940340780847,-2.302894861345274,1.3753630654101194,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_gall_R_salicisbrassicoides,1.2435773128123946,0.826594397152144,0.6605414682522587,1.7257867545662888,-0.1670129826500293,3.1193208847355227,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_grasshopper,-0.5224058220402823,0.8791433967121696,-1.0419541373849923,0.04737688567976363,-2.43642215751453,1.0902910504938492,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_leafhopper_camo,-0.3260930213816168,0.886300749686218,-0.8590909950141302,0.24265167536246163,-2.196558339516293,1.3431050444149948,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_leafhopper_C_reductus,0.9211253222609204,0.8241825951724048,0.3557593145697786,1.4350134346766779,-0.4934314491099669,2.7294964581778367,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_leafhopper_green,0.056471775457596025,0.8241530665941784,-0.4486037222070609,0.5588589588520662,-1.574247363760641,1.7457315320997577,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_leafhopper_nymph_unk,-0.3077325516847779,0.9249753056272678,-0.838072555543637,0.2793065581202562,-2.3111442928960297,1.4110820905935118,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_leafhopper_unk,-0.5195014621789712,0.9005591805795503,-1.0475584479609275,0.08631907213395766,-2.446919989168002,1.1077487168050435,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_leafhopper_YK,-0.34208097540328714,0.9115034688135689,-0.875639857008049,0.24198732136668238,-2.3455886802127885,1.35433051432944,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_leaftier_Tortricid,0.24851525638688665,0.8727124085319931,-0.345568648283065,0.718292167906244,-1.1384911170859948,2.385709770278389,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_LTF_Caloptilia,0.45163959599946835,0.7620230831858844,-0.06655204122356168,0.9159767521279006,-0.9451004824490913,2.1373171495997365,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_psyllid,0.07042586451505346,0.8366884652877995,-0.4652136808424429,0.5897556747724381,-1.5474127166405116,1.7504161742711484,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_red_scale,0.47932437134773076,0.8119074248999362,-0.04866273804370675,0.9727665664909672,-1.0129411241685,2.227799692518696,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_sawfly_larva,0.45125044580955637,0.7667648456104366,-0.05895686144683057,0.9258483169931524,-0.9636884921160868,2.102958109757367,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_spider_BY,0.5027791641120345,0.7868928370683529,-0.03832253574705384,0.9778236437691367,-0.9381364462793234,2.1747134932251955,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_spider_CS,-0.21418642732549675,0.7526135689186607,-0.7003768453793988,0.26212756062133485,-1.6983517843372107,1.3192718922611086,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_spider_Larionoides,0.6431875108698556,0.8075576578938993,0.10284183423822318,1.1512043190662804,-0.7991394420386134,2.3758231210845726,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_spider_NW,-0.689320722273905,0.884476415871352,-1.2175257605362044,-0.11148860741843278,-2.666641559252441,0.8937596471542667,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_spider_Tetragnathid,0.08318939570041697,0.8464484119676313,-0.44276463851861264,0.5825599084501549,-1.630653158769146,1.8117586744714766,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_spider_Theridion,0.8369306034090168,0.775923190971749,0.2984537542683109,1.3087251248513199,-0.5042186540587564,2.540166231721117,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_spider_unk,-0.3220534404271167,0.9079760629290767,-0.8419509191529928,0.25896676643166283,-2.3166537530279165,1.351375345049147,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_stinkbug,-0.6923390926430187,0.8578289571715568,-1.1933462197111249,-0.11804319924237736,-2.513916139307152,0.9244975094600123,Wind,2013,Arthropod Composition
Intercept,Wind.Exposure:Species,Unexposed_tentmine_Phyllonorycter,-0.5448524844879518,0.8645056283534038,-1.036161495902746,0.03284786936612798,-2.461506129657963,0.9642833787594172,Wind,2013,Arthropod Composition
Intercept,Block,1,0.0914415488037249,0.2091679019134966,-0.019101326295579528,0.18835669234331803,-0.2582912811426063,0.5957719703956289,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Block,2,0.05889758811131829,0.20399698597460852,-0.03474513499317764,0.14414686749420536,-0.3128115657881616,0.5605597838520259,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Block,3,0.02864745074271316,0.19894044077206935,-0.056761427044131216,0.11570199239015902,-0.3722665963182489,0.48363008652525363,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Block,4,-0.006228333397589121,0.19702200064448686,-0.08410994543197552,0.07772107908236069,-0.44794806686597893,0.41871661142269573,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Block,5,-0.04856816753640251,0.19944913663219874,-0.1335589572351853,0.04316155532127338,-0.5196588863785397,0.33432955128432745,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Block,6,0.09064335039263065,0.21912081303918823,-0.022375698152213075,0.17855115035589103,-0.2571136245912467,0.6503026403165371,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Block,7,0.015604360306071636,0.19279018881747698,-0.06976424905802983,0.10040034790980261,-0.38341611322264313,0.4391359607850081,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Block,8,-0.11303388530775561,0.21880662030810616,-0.2089125619556906,0.011296842724763837,-0.6652104099084141,0.23610432365008135,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Block,9,0.03273177470760831,0.18857904903601058,-0.055744461357848656,0.12084735014003097,-0.3370505145064762,0.4730141740463529,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Block,10,-0.1249913224767655,0.2250768514486343,-0.2284367270316723,0.0073826286045261535,-0.6874397553826135,0.21316934026443726,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype,F,0.011449811614765219,0.14962327352553062,-0.0569734890166111,0.07851433669973953,-0.30564022881297237,0.32529561575942023,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype,G,0.07453926402141474,0.17829152295381354,-0.020287905775884567,0.14982027886913274,-0.21879906987758485,0.5224998424637359,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype,I,-0.16726598852623964,0.20931886574522182,-0.2798381574600297,-0.009869835740364328,-0.690514693556949,0.09289839055255497,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype,J,0.06345776630917471,0.16582863670776202,-0.020660194415069076,0.14091862921172008,-0.2308846816911121,0.4674807458348854,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype,L,0.03547365137895657,0.15350766055998383,-0.038278864893919226,0.10557143199802349,-0.2640090659346956,0.3855812932011151,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype,S,0.0721048979132584,0.1688633852488857,-0.01906127647243401,0.15038194337672883,-0.21272353151334808,0.48361757168963665,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype,T,0.016277947953234864,0.15390623703124845,-0.05321204001349336,0.08525458469649687,-0.30606206178697126,0.3552852230460723,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype,U,-0.042736628749153106,0.15729876270838022,-0.11353825656585656,0.03426935305423051,-0.40822500103364995,0.2627983805045537,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype,W,-0.012904935411501488,0.15278886113521029,-0.08132089976180303,0.05896400193309786,-0.35990475287542983,0.3038836517839773,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype,X,-0.061324758277802253,0.16449581685463271,-0.1332185232042919,0.02222781188504063,-0.4591183864960484,0.2379834808065271,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,F_Exposed,-0.020335195987672836,0.15429079152375827,-0.0860020632616954,0.05271025605159396,-0.37274608334617265,0.2912240426809148,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,F_Unexposed,0.03481598951374601,0.16176307529337272,-0.03910250476463576,0.09739528163256174,-0.2767271336663181,0.4215485007691292,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,G_Exposed,0.04438203698035072,0.18073277293228307,-0.034085818830157086,0.10741696956156828,-0.2904235498478676,0.4890800191752591,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,G_Unexposed,0.025279758759163565,0.15523107260193664,-0.04724280726486874,0.08970469782981758,-0.27781693327174034,0.3880086839074032,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,I_Exposed,-0.117560367251487,0.20062532277803186,-0.20443514457411122,0.00445167412279464,-0.6389390210725888,0.15412904490065196,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,I_Unexposed,-0.05440575802503441,0.1669519164759965,-0.12269328832295513,0.026898702057663117,-0.45428434607885065,0.2523044489163897,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,J_Exposed,0.04567832057494961,0.16467992066165224,-0.032471826135435186,0.11175466429235478,-0.2578949637458313,0.4380712258698093,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,J_Unexposed,0.018975599905885748,0.1619513895270325,-0.04944122437927461,0.0836379332077539,-0.32042901095042897,0.40814273121465594,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,L_Exposed,0.02032259963308633,0.16489718065078163,-0.05102421325895651,0.08195558754755718,-0.3091980097085485,0.40454321801796606,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,L_Unexposed,0.022492538962333886,0.15110794326668392,-0.04775215313568473,0.0868125819652209,-0.27883160972472487,0.3839220292230654,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,S_Exposed,0.09414664942329992,0.19630433070968836,-0.01368393786870159,0.16392814173577436,-0.18922535536508905,0.6357918420779292,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,S_Unexposed,-0.013067699595685685,0.15561090276983636,-0.07811364787918368,0.054314124256611085,-0.38290174310225655,0.30982381703895856,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,T_Exposed,-0.008389162223369061,0.15289371450424852,-0.07400352165485966,0.05798720659573449,-0.354217679243539,0.3161289074550109,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,T_Unexposed,0.026286020682044033,0.15773768190763843,-0.042446801027371715,0.09045093512049276,-0.29267170999995884,0.3868315069622434,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,U_Exposed,-0.08609257435694147,0.17745866924553275,-0.16059168841135757,0.012515651856670036,-0.5446395009662115,0.18437120362744727,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,U_Unexposed,0.04021045832159125,0.16385298497351344,-0.03279116885755827,0.10721777472391665,-0.27731092398558627,0.4358747598347724,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,W_Exposed,0.06790793562620615,0.17837246275206747,-0.02336663068546333,0.13545063756124995,-0.2161204034001981,0.5302767202877909,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,W_Unexposed,-0.07314211084278441,0.17647743209944772,-0.14560790499857532,0.02087185251363983,-0.5417763473494687,0.21701988676128772,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,X_Exposed,-2.605487393114748e-4,0.1610136544142971,-0.06713126519120921,0.06619915995657007,-0.3577115364173164,0.35986262401755603,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Genotype:Wind.Exposure,X_Unexposed,-0.06223457454519785,0.1720039163808099,-0.13140922188831625,0.02521395121947012,-0.5007674983699653,0.21280888859088767,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,10.E,-0.14491468160361864,0.3156509229100442,-0.3389647344502348,0.06400376296898852,-0.7912480064371855,0.45673840747842137,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,10.U,-0.3625493635461049,0.32005094520622085,-0.5717374947730371,-0.13717817588288758,-1.0097014181877373,0.22318314533347575,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,1.E,0.17360593424114976,0.30587054177875583,-0.02221225477641503,0.37057582169765624,-0.43235472834243166,0.7939273295860687,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,1.U,0.17203431995864019,0.3124270334807644,-0.029530966924861506,0.3740229545707846,-0.43733082069888213,0.8118342047618875,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,2.E,0.363502314245337,0.3536625247229174,0.11621547050672401,0.5860048219711308,-0.2643878024534592,1.1097056144068753,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,2.U,-0.157212082360924,0.32955379332315754,-0.3650527847151112,0.05289074419044386,-0.8423475272017097,0.48040812907971625,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,3.E,0.1682282054082893,0.3335028504667231,-0.0483661658610067,0.37560493074663914,-0.48037676944054114,0.8648896501685533,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,3.U,-0.049008737680857575,0.30904456337613223,-0.24729666314845,0.14431181573053942,-0.6734258474377693,0.546940808211495,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,4.E,-0.6256544869019022,0.3604259806606507,-0.8542286699441426,-0.36595360087964623,-1.3719729613501697,0.002684426395975612,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,4.U,0.5952038701027724,0.3533905140209594,0.33772409432043293,0.8320274061799654,-0.02060104118732883,1.3173903219443333,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,5.E,-0.014401898518206413,0.3296711058656289,-0.22670280024091874,0.19249437221105553,-0.6885100810107112,0.6410239353054696,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,5.U,-0.20619394517797746,0.3271124137196042,-0.4110876836899723,0.012624016890063594,-0.882158854826483,0.3961895780585201,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,6.E,0.2979553327352966,0.3852852352530536,0.03131268129408314,0.5344905655897131,-0.3784446858281122,1.1430601339235884,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,6.U,0.037850099759495354,0.3206953759546946,-0.16184880783661007,0.24237728579882273,-0.6078811801358647,0.6852058314006249,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,7.E,0.01426476132944957,0.3041803558077683,-0.1775143611843819,0.20530884078789055,-0.5905701770111437,0.6250751752094462,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,7.U,0.04639011213449596,0.2949843386503643,-0.13868345363079154,0.23323494504177097,-0.5345276916490566,0.6402329360236384,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,8.E,-0.13622440869734376,0.31173106574752113,-0.3341832883526072,0.06559629381440435,-0.7821530624393577,0.45175297030553485,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,8.U,-0.33413066170997985,0.33397525576990034,-0.555252165679518,-0.09842227841902623,-1.0255719057534982,0.2763516284290277,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,9.E,0.10158203386757964,0.3084981632119786,-0.10094186257736316,0.2965522931126048,-0.49991625784284033,0.7190525287056148,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Plot_code,9.U,-0.007915111120820207,0.2831192773125865,-0.18564233823999093,0.1675729413081954,-0.5693948188457579,0.5718801816395369,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Wind.Exposure,Exposed,0.07928804785331355,0.49918921677960715,-0.07735173278843703,0.2240138918612267,-0.927255564249444,1.1745218857226163,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Wind.Exposure,Unexposed,-0.06663546373389859,0.4988274699203212,-0.2334682442153681,0.08852166414253758,-1.1178798003574164,1.0038174995359077,Wind,2013,scale(Fungi Rarefied Richness)
Intercept,Block,1,0.27646638521759936,0.24624625351692697,0.08251269646967296,0.43517434579860814,-0.09410852624055156,0.8299353165418741,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Block,2,-0.0011411244097708291,0.1991910370677734,-0.11458997253507877,0.11006039802417653,-0.40508231886456775,0.4200026897357678,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Block,3,-0.21965360802828565,0.2524286309804031,-0.37203048549072915,-0.027230583688330565,-0.8011772142705171,0.17773569246780554,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Block,4,-0.08930265932035467,0.20899715038207037,-0.20989691418343803,0.033041523240453785,-0.5577015986708045,0.2896246916506338,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Block,5,-0.17600806936665137,0.2451041795616653,-0.3228547473731809,-0.00810061687190788,-0.7440189294528198,0.2179221792625935,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Block,6,0.07769214646695953,0.23449471069794806,-0.05631272998274829,0.20077929416491241,-0.3626039262459899,0.5930606535889813,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Block,7,0.17606812398232735,0.21648949188379632,0.01450108603717675,0.30758425299298114,-0.18077328931481215,0.6663449591970468,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Block,8,-0.15505424714878444,0.21749619398649864,-0.28148936082791487,-0.0032711090380528607,-0.6448226504841575,0.20992730840202262,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Block,9,0.08282058798225536,0.21570484795266062,-0.03800594631162023,0.19738545016107875,-0.33132859397851705,0.5646085483433609,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Block,10,0.012509211539698807,0.19004248639842206,-0.09552310960523519,0.12079994392210038,-0.378885872102319,0.42041711776073165,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype,F,0.14938787256844593,0.19813772567538937,0.005713540277819919,0.2686435634142038,-0.16239534759000565,0.5946856703075916,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype,G,-0.009503620635333901,0.18169087859134142,-0.09328885565174619,0.0791917475813719,-0.4236328252475043,0.3745144298188604,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype,I,-0.1767936954086569,0.22200940190080184,-0.30806324396850143,-0.009759883095448682,-0.6945432407799688,0.14347428521699784,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype,J,0.09350041075443288,0.18566510029084748,-0.01614701107131989,0.18952166556357572,-0.2314351422073584,0.5471612042553087,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype,L,-0.006213124284740256,0.17110607086918483,-0.09612380368302449,0.078894110128816,-0.36576485148973187,0.3542634156722356,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype,S,0.15637979813557254,0.22276235150539986,0.0017442038374402083,0.2713131312965287,-0.16736769236455398,0.7234014008454205,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype,T,-0.08031219382633822,0.18661962336721236,-0.17204048924787388,0.019084540052839927,-0.533768407347873,0.2497286855405951,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype,U,0.003949308841936996,0.17678971446684857,-0.08485127544185567,0.09242828824445531,-0.3718926682603964,0.3903403335852427,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype,W,-0.06692018479563236,0.19650417103685902,-0.16046615231321715,0.03607315744319863,-0.5375073776903382,0.2929593142916081,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype,X,-0.04833593283686402,0.1827406560883927,-0.13809213788731395,0.04614952467776447,-0.4612180470543989,0.31624509859264216,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,F_Exposed,0.07839979782291305,0.19795016570169285,-0.02576504020804485,0.16367687663222727,-0.2609939424310796,0.5644060026922363,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,F_Unexposed,0.06591802142244943,0.18566183709300602,-0.031114982441150407,0.15133848846029183,-0.2660648038765543,0.5007946409439088,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,G_Exposed,-0.0618047366094749,0.20086233989825417,-0.14585110595117745,0.03932057246658381,-0.5500510214298115,0.30524156811561975,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,G_Unexposed,0.03885425036008516,0.18353746461579273,-0.048899534528349727,0.12293390722656229,-0.3154506629649223,0.4613555123938405,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,I_Exposed,-0.1484128949285689,0.22785193670468012,-0.25633285381813276,0.001016446992974627,-0.7165246373602336,0.1704492407816223,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,I_Unexposed,-0.025084168109717708,0.18253805876831367,-0.10625459230444223,0.06381349949318746,-0.441982242449916,0.31909753285101383,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,J_Exposed,0.09672540755148937,0.1974270431422519,-0.01476704613446655,0.189169713717179,-0.22883137405613083,0.6073010828854193,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,J_Unexposed,-0.006792417565502747,0.17752695652630393,-0.08747170063165602,0.07705979320467694,-0.39579881885616797,0.3764048673227421,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,L_Exposed,0.0874286143166929,0.19903103066336938,-0.01991140536991981,0.16977218368860814,-0.24006467085424266,0.6079363455596711,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,L_Unexposed,-0.08772644826775959,0.18882198729387767,-0.17686472601543957,0.018179614726473555,-0.5486686426126549,0.2189804906692543,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,S_Exposed,0.06054235371054727,0.20032114778291246,-0.03811405909256542,0.14744254234796017,-0.30913563411204953,0.5623847087329606,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,S_Unexposed,0.08031526995370845,0.1950236372117101,-0.025147686573910102,0.1687584934892564,-0.26405374321505237,0.5680042045296478,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,T_Exposed,0.017252500275438624,0.17825979246634188,-0.06558873878515067,0.09912212253725325,-0.34630964265846037,0.41680267973991836,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,T_Unexposed,-0.09027670977729178,0.19838724249264933,-0.18145304804134277,0.0220644149195874,-0.5793744221228142,0.22775850778175394,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,U_Exposed,-0.06197267243761118,0.18399113029456884,-0.15022804124993286,0.035080992306822795,-0.4850295171508147,0.27718241093036544,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,U_Unexposed,0.06399302512912408,0.18328732656805288,-0.031195562937528436,0.15040543725986616,-0.2599896420649957,0.5079739882935586,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,W_Exposed,0.008171742572342868,0.19643828092754245,-0.08050391294024825,0.09378515054128553,-0.4053447126088743,0.43070891905644165,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,W_Unexposed,-0.06890449432535102,0.190658590934415,-0.15448461338053193,0.031237643490599945,-0.5306651434862285,0.26802974036523136,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,X_Exposed,-0.0023706397362723676,0.17347080182761962,-0.08719554798522454,0.08199615224569265,-0.36048396392149795,0.36221050702253443,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Genotype:Wind.Exposure,X_Unexposed,-0.05237558720461036,0.1927967903623349,-0.1378896895966572,0.0417861026339683,-0.5011217956364302,0.29949568322034037,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Plot_code,10.E,0.024666772639645396,0.15576015351475275,-0.043844243860740074,0.08327076263279265,-0.26829748302855694,0.40499062037599354,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Plot_code,10.U,-0.02038593167855267,0.14651822499374312,-0.08388167305751412,0.04601667431424729,-0.3632215749075892,0.28590109495800564,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Plot_code,1.E,0.054161624874287745,0.1680534699587044,-0.025695764603954854,0.11295659415966106,-0.23820513719318398,0.4873474405586451,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Plot_code,1.U,0.0755728250485905,0.17173041390603952,-0.01713119789054981,0.1417527253807297,-0.18500865103045963,0.5184736880721326,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Plot_code,2.E,0.04983722817566151,0.16548889630370564,-0.029291223059314274,0.10718989635126479,-0.24238477696037491,0.46696778268042227,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Plot_code,2.U,-0.050839538295795315,0.15815315185313006,-0.11554092778881497,0.025639609974475043,-0.4361974579000285,0.22064461153265563,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Plot_code,3.E,-0.027322270922730155,0.16157745404815851,-0.08828077246369984,0.04224099905187818,-0.4185159304278113,0.2902538962403028,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Plot_code,3.U,-0.06671849617519161,0.17508910228243277,-0.12759457072655986,0.020634450450554998,-0.5149243224127972,0.22426538340771368,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Plot_code,4.E,0.011109033184742403,0.15336316933179495,-0.05370013529147802,0.06880994358868521,-0.308989651524859,0.3647352362593241,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Plot_code,4.U,-0.04918073697607897,0.16034925271112901,-0.10659396578490918,0.026025355137069717,-0.4511571660199797,0.23749010663141762,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Plot_code,5.E,-0.033957855658887155,0.1672388720177857,-0.09516884461299865,0.039151879038350754,-0.4275565243573032,0.2690669221706619,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Plot_code,5.U,-0.032578342590055986,0.16029580737544505,-0.09113942398092045,0.04175179903774494,-0.4266594089404776,0.26223580487734904,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Plot_code,6.E,-0.00621347173307286,0.17021269625326158,-0.06911559882777524,0.06082083307878773,-0.383218592708488,0.35682344942517874,Wind,2013,scale(Bacteria Rarefied Richness)
Intercept,Plot_code,6.U,0.03890042434216962,0.16201923388458694,-0.03662398957698187,0.09954535891162822,-0.26460121793335256,0.4454141408602997,Wind,2013,scale(Bacteria Rarefied Richness)
